,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_Age,Total_SFT
323,20,RM,5820,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0.0,4,0,906,1162,GasA,5,Y,SBrkr,0,1163,1,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,220,2,3,Y,142,98,0,0,7,2006,WD,Normal,126175,65,1163
324,80,RL,11275,Reg,Lvl,Corner,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,0.0,0,0,710,710,GasA,5,Y,SBrkr,0,2978,0,0,2,1,5,1,4,Typ,1,BuiltIn,Fin,2,564,3,3,Y,240,0,0,0,6,2010,WD,Normal,242000,53,2978
325,45,RM,5000,Reg,Lvl,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2.0,3,0,604,720,GasA,1,N,FuseF,0,803,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,360,3,3,Y,0,0,244,0,12,2007,WD,Normal,87000,79,803
326,120,RL,10846,IR1,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,3.0,5,0,100,1719,GasA,5,Y,SBrkr,0,1719,2,0,1,1,1,1,4,Typ,2,Attchd,Fin,2,473,3,3,Y,122,30,0,0,5,2008,Con,Normal,324000,27,1719
327,20,RL,11600,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,0.0,2,0,818,1383,GasA,3,Y,SBrkr,0,1383,0,0,1,1,3,1,3,Typ,0,Attchd,RFn,1,292,3,3,Y,0,45,0,0,4,2006,WD,Normal,145250,60,1383
328,75,RL,11888,IR1,Bnk,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,0.0,0,0,844,844,GasA,4,N,FuseA,0,2134,0,0,2,0,5,1,4,Typ,0,Detchd,Unf,2,441,3,3,Y,0,60,268,0,7,2009,WD,Normal,214500,104,2134
329,70,RM,6402,Reg,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1.0,0,0,596,596,GasA,3,N,SBrkr,0,1192,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,189,2,2,N,0,0,137,0,7,2009,WD,Normal,78000,100,1192
330,90,RL,10624,IR1,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,0.0,5,2,1424,1728,GasA,3,Y,SBrkr,0,1728,0,1,2,0,6,2,3,Typ,0,Detchd,Unf,1,352,3,3,Y,155,0,0,0,11,2007,WD,Normal,119000,56,1728
331,20,RL,8176,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0.0,2,0,210,1056,GasA,2,Y,SBrkr,0,1056,1,0,1,0,3,1,3,Typ,0,Attchd,RFn,1,308,3,3,Y,0,0,0,0,8,2007,WD,Normal,139000,62,1056
332,20,RL,10655,IR1,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,0.0,5,-1,1603,3206,GasA,5,Y,SBrkr,0,1629,1,0,2,0,3,1,4,Typ,1,Attchd,RFn,3,880,3,3,Y,0,0,0,0,10,2009,WD,Normal,284000,17,1629
333,120,RM,8198,Reg,Lvl,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,2.0,5,0,638,1358,GasA,5,Y,SBrkr,0,1358,1,0,2,0,2,1,4,Typ,1,Attchd,RFn,2,484,3,3,Y,192,30,0,0,7,2008,WD,Normal,207000,16,1358
334,60,RL,9042,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3.0,5,0,115,943,GasA,4,Y,SBrkr,0,1638,1,0,2,1,3,1,3,Typ,2,Attchd,Fin,2,472,3,3,Y,100,38,0,0,7,2008,WD,Normal,192000,22,1638
335,190,RL,164660,IR1,HLS,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3.0,4,3,103,1499,GasA,5,Y,SBrkr,0,1786,2,0,2,0,3,1,3,Typ,2,Attchd,Fin,2,529,3,3,Y,670,0,0,0,8,2008,WD,Normal,228950,55,1786
336,20,RL,14157,IR1,HLS,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,3.0,5,0,673,1922,GasA,5,Y,SBrkr,0,1922,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,3,676,3,3,Y,178,51,0,0,7,2007,WD,Normal,377426,15,1922
337,20,RL,9135,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,2.0,5,0,726,1536,GasA,5,Y,SBrkr,0,1536,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,532,3,3,Y,192,74,0,0,12,2008,WD,Normal,214000,18,1536
338,20,RL,14145,Reg,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,1.0,4,0,995,1208,GasA,5,Y,SBrkr,0,1621,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,440,3,3,Y,108,45,0,0,5,2006,WD,Normal,202500,36,1621
339,20,RL,12400,IR1,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,0.0,2,0,630,1215,GasA,3,Y,FuseA,0,1215,0,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,297,3,3,Y,0,0,0,234,6,2009,WD,Normal,155000,62,1215
340,60,RL,14191,Reg,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,967,967,GasA,5,Y,SBrkr,0,1908,0,0,2,1,4,1,4,Typ,0,Attchd,Fin,2,431,3,3,Y,135,0,0,0,4,2010,WD,Normal,202900,18,1908
341,20,RH,8400,Reg,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,0.0,0,0,721,721,GasA,4,Y,SBrkr,0,841,0,0,1,0,2,1,3,Typ,0,CarPort,Unf,1,294,3,3,N,250,0,24,0,9,2009,WD,Normal,82000,70,841
342,90,RL,8544,Reg,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,-1,-1,,-1,-1,0,0,Wall,2,N,FuseA,0,1040,0,0,2,0,2,2,3,Typ,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,5,2006,WD,Normal,87500,71,1040
343,120,RL,8849,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,5,3,PConc,5,3,0.0,5,0,1656,1684,GasA,5,Y,SBrkr,0,1684,0,0,2,0,2,1,5,Typ,1,Attchd,RFn,2,564,3,3,Y,495,72,0,0,7,2008,WD,Normal,266000,15,1684
344,160,RM,2592,Reg,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,0.0,2,3,175,536,GasA,3,Y,SBrkr,0,1112,0,0,1,1,3,1,3,Typ,0,Attchd,Unf,1,336,3,3,Y,182,0,0,0,4,2010,WD,Normal,85000,44,1112
345,50,RL,6435,Reg,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0.0,0,0,972,972,GasA,4,Y,SBrkr,0,1577,0,0,1,0,3,1,2,Typ,1,Detchd,Unf,1,312,3,3,Y,0,0,0,0,10,2006,WD,Normal,140200,81,1577
346,20,RL,12772,IR1,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1.0,3,0,460,958,GasA,3,Y,SBrkr,0,958,0,0,1,0,2,1,3,Typ,0,Attchd,RFn,1,301,3,3,Y,0,0,0,0,4,2007,WD,Normal,151500,60,958
347,20,RL,17600,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,0.0,3,0,208,1478,GasA,5,Y,FuseA,0,1478,1,0,2,0,3,1,3,Typ,2,Attchd,Unf,2,498,3,3,Y,0,40,0,0,12,2009,WD,Normal,157500,60,1478
348,160,RL,2448,Reg,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,0.0,5,0,191,764,GasA,5,Y,SBrkr,0,1626,1,0,2,1,2,1,4,Typ,0,BuiltIn,RFn,2,474,3,3,Y,0,27,0,0,10,2008,WD,Normal,154000,17,1626
349,60,RL,20431,IR2,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,5,3,PConc,5,3,0.0,5,0,438,1848,GasA,5,Y,SBrkr,0,2728,1,0,2,1,4,1,5,Typ,2,Attchd,Fin,3,706,3,3,Y,0,0,0,0,4,2006,New,Partial,437154,15,2728
350,120,RL,7820,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,5,3,PConc,5,3,0.0,0,0,1869,1869,GasA,5,Y,SBrkr,0,1869,0,0,2,0,2,1,5,Typ,1,Attchd,RFn,2,617,3,3,Y,210,54,0,0,12,2007,New,Partial,318061,13,1869
351,120,RL,5271,IR1,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,3.0,5,0,371,1453,GasA,4,Y,SBrkr,0,1453,1,0,1,1,2,1,4,Typ,1,Attchd,RFn,2,445,3,3,Y,0,80,0,184,12,2006,WD,Abnorml,190000,34,1453
352,50,RL,9084,Reg,Lvl,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1.0,1,2,0,616,GasA,3,N,SBrkr,0,1111,0,1,1,0,3,1,3,Typ,0,Detchd,Unf,1,200,3,2,Y,48,0,0,0,3,2008,ConLw,Normal,95000,79,1111
353,30,RM,8520,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0.0,0,0,624,624,GasA,4,Y,SBrkr,0,720,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,484,3,3,Y,106,0,0,0,5,2010,WD,Normal,105900,92,720
354,50,RL,8400,Reg,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,1,0,552,940,GasA,5,Y,SBrkr,0,1595,0,0,1,0,2,1,3,Typ,2,Attchd,Unf,1,240,3,3,Y,0,0,108,0,6,2006,WD,Normal,140000,80,1595
355,20,RL,11249,IR2,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,0.0,4,3,322,1200,GasA,5,Y,SBrkr,0,1200,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,521,3,3,Y,0,26,0,0,8,2007,WD,Normal,177500,25,1200
356,20,RL,9248,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,3,PConc,4,3,0.0,5,0,598,1158,GasA,4,Y,SBrkr,0,1167,1,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,400,3,3,Y,120,26,0,0,7,2009,WD,Normal,173000,28,1167
357,120,RM,4224,Reg,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,0.0,4,0,268,1142,GasA,3,Y,SBrkr,0,1142,1,0,1,1,3,1,3,Typ,1,Attchd,Fin,2,528,3,3,Y,536,90,0,0,8,2007,WD,Normal,134000,44,1142
358,80,RL,6930,IR1,Lvl,Inside,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3,3,2.0,3,2,468,1062,GasA,5,Y,FuseF,0,1352,0,1,1,0,3,1,4,Min2,0,BuiltIn,Unf,1,288,3,3,Y,168,0,294,0,7,2006,WD,Abnorml,130000,62,1352
359,60,RL,12011,IR1,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4,3,2.0,5,0,130,1086,GasA,5,Y,SBrkr,0,1924,1,0,2,1,3,1,4,Typ,1,Attchd,RFn,2,592,3,3,Y,208,75,0,374,6,2006,WD,Normal,280000,22,1924
360,85,RL,7540,IR1,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2.0,5,0,115,888,GasA,5,Y,SBrkr,0,912,1,0,1,0,2,1,3,Typ,1,Attchd,RFn,2,470,3,3,Y,0,0,0,192,6,2007,WD,Normal,156000,42,912
361,50,RL,9144,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,2,0,484,883,GasA,4,Y,SBrkr,0,1505,1,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,240,3,3,N,0,0,0,0,7,2008,WD,Normal,145000,80,1505
362,85,RL,7301,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,4,3,Slab,-1,-1,,-1,-1,0,0,GasA,5,Y,SBrkr,0,1922,0,0,3,0,4,1,4,Typ,1,BuiltIn,RFn,2,672,3,3,Y,0,0,177,0,7,2009,ConLD,Normal,198500,17,1922
363,160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,3,CBlock,3,3,0.0,4,0,321,483,GasA,4,Y,SBrkr,0,987,0,0,1,1,2,1,4,Typ,0,Detchd,Unf,1,264,3,3,Y,250,0,0,0,5,2009,WD,Normal,118000,48,987
364,60,RL,18800,IR1,Lvl,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,PConc,4,3,1.0,5,0,84,796,GasA,3,Y,SBrkr,0,1574,1,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,566,3,3,Y,306,111,0,0,7,2006,WD,Normal,190000,44,1574
365,70,RM,10690,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,0.0,2,0,216,672,GasA,4,Y,FuseA,0,1344,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,468,3,2,Y,0,128,218,0,7,2009,WD,Normal,147000,100,1344
366,20,RL,9500,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,3,CBlock,4,3,0.0,3,0,785,1394,GasA,4,Y,SBrkr,0,1394,1,0,1,1,3,1,3,Typ,2,Attchd,RFn,2,514,3,3,Y,0,76,0,185,7,2009,WD,Normal,159000,57,1394
367,80,RL,9150,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,3.0,5,0,728,1099,GasA,4,Y,SBrkr,0,1431,0,1,1,0,3,1,3,Typ,1,Basment,RFn,1,296,3,3,Y,64,110,0,0,12,2008,WD,Normal,165000,58,1431
368,20,RL,7800,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,PConc,3,3,0.0,1,0,728,1268,GasA,4,Y,SBrkr,0,1268,0,0,1,0,2,1,3,Typ,1,Attchd,Fin,1,244,3,3,Y,0,98,0,0,3,2010,WD,Normal,132000,66,1268
369,20,RL,9830,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,0.0,4,2,733,1063,GasA,5,Y,SBrkr,0,1287,1,0,1,0,3,1,4,Typ,1,Detchd,Fin,2,576,3,3,Y,364,17,0,182,3,2010,WD,Normal,162000,61,1287
370,60,RL,8121,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,0,0,953,953,GasA,5,Y,SBrkr,0,1664,0,0,2,1,3,1,3,Typ,1,Attchd,RFn,2,460,3,3,Y,100,40,0,0,1,2006,WD,Normal,172400,20,1664
371,50,RL,17120,Reg,Lvl,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,-1,-1,,-1,-1,0,0,GasA,3,Y,SBrkr,0,1588,0,0,2,0,4,1,3,Min2,1,Detchd,Fin,2,680,3,3,N,0,59,0,0,7,2008,WD,Normal,134432,61,1588
372,120,RL,7175,Reg,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0.0,4,1,0,744,GasA,3,Y,SBrkr,0,752,1,0,1,0,2,1,3,Typ,0,Attchd,Unf,1,264,3,3,Y,353,0,0,90,2,2010,WD,Normal,125000,36,752
373,20,RL,10634,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0.0,3,1,0,608,GasA,3,Y,SBrkr,0,1319,1,0,1,0,3,1,3,Min2,0,Attchd,Unf,1,270,3,3,Y,66,0,0,0,11,2009,WD,Normal,123000,67,1319
374,60,RL,8200,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,0,0,847,847,GasA,5,Y,SBrkr,0,1928,0,0,2,1,4,1,4,Typ,1,BuiltIn,Fin,2,434,3,3,Y,100,48,0,0,7,2007,WD,Normal,219500,17,1928
375,30,RL,10020,IR1,Low,Inside,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,1,3.0,3,0,333,683,GasA,4,N,FuseA,0,904,1,0,0,1,1,1,2,Maj1,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,0,0,0,3,2009,WD,Normal,61000,98,904
376,85,RL,8846,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,5,0,572,870,GasA,5,Y,SBrkr,0,914,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,576,3,3,Y,0,0,0,0,7,2006,WD,Normal,148000,24,914
377,60,FV,11143,IR1,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0.0,0,0,1580,1580,GasA,5,Y,SBrkr,0,2466,0,0,3,0,4,1,4,Typ,1,Attchd,RFn,2,610,3,3,Y,159,214,0,0,12,2007,WD,Normal,340000,16,2466
378,20,RL,11394,Reg,Lvl,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,4,3,PConc,5,3,2.0,5,0,411,1856,GasA,5,Y,SBrkr,0,1856,1,0,1,1,1,1,5,Typ,1,Attchd,Fin,3,834,3,3,Y,113,0,0,0,6,2010,New,Partial,394432,10,1856
379,60,RL,8123,IR1,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,3,PConc,4,3,0.0,0,0,982,982,GasA,5,Y,SBrkr,0,1800,0,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,463,3,3,Y,100,63,0,0,6,2009,WD,Normal,179000,20,1800
380,50,RL,5000,Reg,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0.0,1,0,808,1026,GasA,3,Y,SBrkr,0,1691,0,0,2,0,3,1,4,Typ,1,Detchd,Unf,1,308,3,3,Y,0,0,242,0,5,2010,WD,Normal,127000,96,1691
381,20,FV,7200,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,0.0,0,0,1293,1293,GasA,5,Y,SBrkr,0,1301,1,0,2,0,2,1,4,Typ,1,Attchd,RFn,2,572,3,3,Y,216,121,0,0,8,2006,New,Partial,187750,14,1301
382,60,RL,9245,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,0,0,939,939,GasA,5,Y,SBrkr,0,1797,0,0,2,1,3,1,4,Typ,0,Attchd,RFn,2,639,3,3,Y,144,53,0,0,4,2007,WD,Normal,213500,14,1797
383,45,RH,9000,Reg,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,0.0,0,0,784,784,GasA,3,N,FuseA,0,784,0,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,360,2,2,N,0,0,91,0,10,2009,WD,Normal,76000,92,784
384,60,RL,53107,IR2,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2.0,5,0,595,1580,GasA,5,Y,SBrkr,0,1953,1,0,2,1,3,1,4,Typ,2,Attchd,Fin,2,501,3,3,Y,216,231,0,0,6,2007,WD,Normal,240000,28,1953
385,120,RL,3182,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,0.0,5,0,1232,1256,GasA,5,Y,SBrkr,0,1269,0,0,2,0,2,1,4,Typ,1,Attchd,Fin,2,430,3,3,Y,146,20,0,144,4,2010,WD,Normal,192000,16,1269
386,50,RL,8410,Reg,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,2,PConc,3,3,0.0,0,0,658,658,GasA,3,Y,SBrkr,0,1184,0,0,1,0,5,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,N,0,151,0,0,5,2006,WD,AdjLand,81000,110,1184
387,80,RL,7200,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,2.0,4,0,410,1041,GasA,5,Y,SBrkr,0,1125,1,0,1,0,3,1,3,Typ,1,Detchd,Unf,1,352,3,3,Y,296,0,0,0,10,2009,WD,Abnorml,125000,44,1125
388,20,RL,9382,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,0.0,0,0,1468,1468,GasA,5,Y,SBrkr,0,1479,0,0,2,0,3,1,4,Typ,0,Attchd,RFn,2,577,3,3,Y,120,25,0,0,7,2008,WD,Normal,191000,21,1479
389,60,RL,12474,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5,3,2.0,5,0,402,1682,GasA,5,Y,SBrkr,0,2332,1,0,2,1,3,1,5,Typ,1,BuiltIn,Fin,3,846,3,3,Y,196,134,0,0,8,2008,New,Partial,426000,13,2332
390,50,RL,8405,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,0.0,2,3,229,861,GasA,5,Y,SBrkr,0,1367,1,0,1,0,4,1,3,Typ,0,Detchd,Unf,1,384,3,3,Y,0,130,112,0,4,2008,WD,Normal,119000,120,1367
391,60,RL,12209,IR1,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,0.0,4,0,114,804,GasA,5,Y,SBrkr,0,1961,1,0,2,1,3,1,4,Typ,1,BuiltIn,Fin,2,560,3,3,Y,125,192,0,0,6,2009,WD,Normal,215000,19,1961
